Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Naji Marshall,SF,23,NOP,3,0,2.7,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.3,0.7,.500,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.0,0.3
Caleb Martin,SF,25,CHO,24,1,15.3,2.1,5.0,.413,0.6,2.1,.294,1.5,2.9,.500,.475,0.6,1.0,.560,0.8,1.9,2.7,1.3,0.8,0.3,0.7,1.0,5.4
Cody Martin,SF,25,CHO,21,1,10.2,1.3,2.4,.549,0.2,0.8,.235,1.1,1.6,.706,.588,0.4,0.5,.800,0.6,1.3,1.9,1.0,0.4,0.0,0.7,0.6,3.2
Kelan Martin,SF,25,IND,11,0,3.9,0.5,1.6,.333,0.2,0.7,.250,0.4,0.9,.400,.389,0.0,0.0,0,0.1,0.9,1.0,0.0,0.2,0.0,0.4,0.4,1.3
Kenyon Martin Jr.,SF,20,HOU,7,0,9.9,1.4,3.9,.370,0.1,0.6,.250,1.3,3.3,.391,.389,0.3,0.7,.400,1.1,1.6,2.7,0.6,0.3,0.7,0.7,1.3,3.3
Frank Mason III,PG,26,ORL,4,1,19.8,2.3,6.0,.375,0.5,1.3,.400,1.8,4.8,.368,.417,1.3,1.8,.714,0.8,2.3,3.0,3.0,0.0,0.0,1.3,1.8,6.3
Garrison Mathews,SG,24,WAS,26,10,16.6,1.9,4.6,.420,1.5,3.7,.411,0.4,0.9,.458,.584,1.8,1.9,.920,0.4,1.4,1.8,0.5,0.7,0.2,0.2,1.7,7.1
Dakota Mathias,SG,25,PHI,8,2,15.4,2.4,6.0,.396,1.0,3.3,.308,1.4,2.8,.500,.479,0.3,0.8,.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6.0
Wesley Matthews,SG,34,LAL,28,4,20.3,1.5,4.1,.368,1.1,3.3,.341,0.4,0.8,.478,.504,0.4,0.5,.800,0.4,1.1,1.5,1.1,0.5,0.4,0.5,1.4,4.5
Tyrese Maxey,SG,20,PHI,31,6,16.2,3.5,7.7,.448,0.5,1.7,.278,3.0,6.0,.497,.479,0.7,0.8,.880,0.3,1.6,1.9,1.7,0.5,0.1,0.7,1.2,8.1
Skylar Mays,SG,23,ATL,16,0,8.3,1.2,3.1,.388,0.5,1.4,.348,0.7,1.6,.423,.469,1.0,1.1,.889,0.4,0.4,0.8,1.1,0.4,0.0,0.3,0.4,3.9
Patrick McCaw,SF,25,TOR,3,0,6.7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.3,0.0,0.3,1.3,0.0,0.0,0.0,1.0,0.0
CJ McCollum,SG,29,POR,13,13,33.8,9.5,20.0,.473,4.8,11.0,.441,4.6,9.0,.513,.594,2.9,3.5,.844,0.5,3.4,3.9,5.0,1.3,0.3,1.0,2.2,26.7
T.J. McConnell,PG,28,IND,29,2,24.8,2.9,5.7,.512,0.2,0.6,.353,2.7,5.1,.531,.530,0.3,0.6,.471,0.7,2.9,3.6,6.7,1.8,0.4,1.9,1.6,6.3
Jaden McDaniels,PF,20,MIN,29,1,18.8,1.9,4.9,.387,1.0,2.7,.354,0.9,2.2,.429,.486,0.4,0.7,.524,0.6,2.6,3.2,1.0,0.3,1.0,0.8,2.4,5.1
Jalen McDaniels,SF,23,CHO,15,1,13.2,1.7,4.0,.433,0.3,1.4,.238,1.4,2.6,.538,.475,0.9,1.3,.684,0.4,2.3,2.7,0.5,0.1,0.2,0.9,1.9,4.7
Doug McDermott,PF,29,IND,31,11,26.0,5.1,10.1,.502,1.6,4.4,.358,3.5,5.7,.614,.580,1.4,1.7,.815,1.1,3.0,4.0,1.4,0.3,0.1,1.0,1.7,13.1
Sean McDermott,SF,24,MEM,8,0,15.8,1.3,2.9,.435,0.6,1.9,.333,0.6,1.0,.625,.543,0.8,0.8,1.000,0.5,1.0,1.5,0.5,0.1,0.3,0.5,0.8,3.9
JaVale McGee,C,33,CLE,25,1,15.0,3.0,6.4,.469,0.2,0.6,.313,2.8,5.8,.486,.484,1.1,1.8,.609,1.5,3.6,5.1,1.0,0.5,1.2,1.2,2.5,7.3
Rodney McGruder,SG,29,DET,10,0,7.0,0.9,1.9,.474,0.3,0.7,.429,0.6,1.2,.500,.553,0.3,0.3,1.000,0.3,0.6,0.9,0.6,0.0,0.1,0.5,0.5,2.4
Alfonzo McKinnie,SF,28,LAL,17,0,4.0,0.7,1.4,.500,0.2,0.6,.400,0.5,0.8,.571,.583,0.2,0.4,.500,0.4,0.7,1.1,0.1,0.1,0.0,0.1,0.4,1.8
Jordan McLaughlin,PG,24,MIN,23,0,19.3,2.2,5.8,.381,0.7,1.9,.372,1.5,4.0,.385,.440,0.3,0.4,.800,0.5,1.7,2.3,4.7,0.9,0.1,1.1,1.0,5.5
Ben McLemore,SG,27,HOU,22,2,15.2,2.0,5.9,.346,1.3,4.3,.295,0.8,1.6,.486,.454,0.7,1.0,.762,0.3,1.8,2.1,0.9,0.6,0.0,1.0,1.4,6.1
Nicolò Melli,PF,30,NOP,16,0,10.2,0.6,2.2,.257,0.4,1.8,.241,0.1,0.4,.333,.357,0.3,0.3,.800,0.1,1.8,1.9,0.8,0.5,0.1,0.4,1.3,1.8
De'Anthony Melton,PG,22,MEM,18,1,20.4,3.8,8.2,.463,1.4,3.6,.385,2.4,4.6,.524,.548,0.8,1.1,.737,0.4,2.7,3.1,2.9,1.1,0.8,1.3,1.8,9.7
Sam Merrill,SG,24,MIL,12,0,6.0,0.5,1.3,.375,0.4,0.8,.500,0.1,0.5,.167,.531,0.2,0.2,1.000,0.3,0.8,1.1,0.9,0.2,0.0,0.3,0.5,1.6
Chimezie Metu,C,23,SAC,11,0,6.5,1.4,2.7,.500,0.1,0.3,.333,1.3,2.5,.519,.517,0.5,0.8,.667,1.0,1.1,2.1,0.5,0.3,0.5,0.5,0.9,3.4
Khris Middleton,SF,29,MIL,34,34,33.4,7.6,15.3,.500,2.3,5.4,.434,5.3,9.9,.536,.576,2.9,3.3,.893,0.8,5.3,6.1,5.8,1.1,0.2,2.6,2.6,20.6
Darius Miller,SF,30,OKC,12,0,9.3,0.9,2.0,.458,0.8,1.8,.429,0.2,0.3,.667,.646,0.3,0.3,1.000,0.1,1.2,1.3,0.8,0.4,0.3,0.4,0.8,2.8
Patty Mills,PG,32,SAS,29,0,25.7,4.7,10.5,.449,2.7,6.7,.399,2.1,3.9,.536,.575,1.2,1.3,.895,0.2,1.6,1.8,2.7,0.7,0.0,1.1,1.4,13.3
Paul Millsap,PF,35,DEN,26,26,23.9,3.8,7.3,.524,1.2,3.0,.410,2.6,4.3,.604,.608,1.6,2.3,.695,1.6,3.6,5.2,1.7,0.8,0.5,1.0,2.1,10.4
Shake Milton,SG,24,PHI,26,1,24.8,4.7,10.8,.434,1.1,3.5,.311,3.6,7.3,.492,.484,3.0,3.4,.875,0.6,1.5,2.1,3.0,0.7,0.3,1.5,2.2,13.4
Donovan Mitchell,SG,24,UTA,32,32,33.7,8.4,19.7,.428,3.3,8.6,.388,5.1,11.0,.459,.513,4.4,5.3,.824,1.1,3.5,4.6,5.3,1.0,0.3,3.0,2.2,24.5
Adam Mokoka,SG,22,CHI,7,0,6.0,0.7,2.0,.357,0.1,1.1,.125,0.6,0.9,.667,.393,0.0,0.0,0,0.1,0.4,0.6,0.6,0.3,0.1,0.3,0.7,1.6
Malik Monk,SG,22,CHO,20,0,22.4,4.6,9.9,.462,2.4,5.5,.440,2.2,4.4,.489,.584,1.5,1.9,.811,0.4,2.6,3.0,1.9,0.3,0.1,1.3,1.2,13.0
E'Twaun Moore,SG,31,PHO,20,1,16.1,2.0,4.7,.426,0.3,1.3,.240,1.7,3.5,.493,.457,0.4,0.5,.800,0.6,1.4,1.9,1.7,0.7,0.2,0.9,1.5,4.7
Ja Morant,PG,21,MEM,22,22,30.3,6.8,15.3,.446,0.7,3.4,.216,6.1,11.9,.511,.470,4.0,5.1,.788,0.8,2.3,3.1,7.7,1.0,0.2,2.8,1.5,18.4
Juwan Morgan,PF,23,UTA,15,0,4.7,0.4,0.9,.429,0.2,0.7,.300,0.2,0.3,.750,.536,0.1,0.3,.200,0.3,0.7,0.9,0.3,0.2,0.0,0.1,0.8,1.1
Marcus Morris,PF,31,LAC,27,2,24.8,4.3,9.9,.437,2.3,5.0,.463,2.0,4.9,.409,.554,1.4,1.6,.905,0.7,3.1,3.8,0.9,0.6,0.3,0.9,1.9,12.4
Markieff Morris,PF,31,LAL,29,5,16.4,1.7,4.4,.388,0.8,2.7,.299,0.9,1.8,.519,.477,0.7,1.0,.690,0.7,2.9,3.7,1.0,0.2,0.2,0.6,1.6,4.9
Monte Morris,PG,25,DEN,32,6,26.7,4.1,8.6,.476,1.2,3.3,.375,2.9,5.3,.538,.547,1.4,1.8,.746,0.2,2.0,2.3,3.4,0.7,0.3,0.6,0.9,10.8
Mychal Mulder,PG,26,GSW,32,2,10.8,1.4,3.2,.446,1.1,2.7,.419,0.3,0.5,.600,.624,0.3,0.4,.615,0.0,0.9,0.9,0.4,0.3,0.2,0.3,0.8,4.2
Dejounte Murray,PG,24,SAS,29,29,30.7,6.4,14.1,.454,1.0,3.2,.319,5.4,10.9,.494,.490,1.8,2.2,.800,0.6,6.6,7.2,5.1,1.6,0.1,1.6,2.1,15.7
Jamal Murray,PG,23,DEN,31,31,35.2,8.0,16.6,.480,2.7,6.7,.404,5.3,9.9,.531,.561,2.9,3.5,.827,0.7,3.6,4.4,4.6,1.1,0.3,2.3,2.2,21.6
Mike Muscala,C,29,OKC,32,0,18.6,3.4,7.7,.441,2.0,5.4,.366,1.4,2.3,.613,.569,1.0,1.1,.914,0.5,3.2,3.7,0.8,0.3,0.3,0.6,1.6,9.8
Sviatoslav Mykhailiuk,SF,23,DET,33,2,16.2,2.1,5.8,.366,1.4,4.4,.319,0.7,1.4,.511,.487,0.7,0.8,.857,0.3,1.6,1.9,1.3,0.6,0.2,0.9,0.8,6.4
Abdel Nader,SF,27,PHO,17,0,13.3,2.1,4.3,.493,0.6,1.6,.357,1.5,2.6,.578,.562,1.0,1.2,.810,0.0,2.0,2.0,0.8,0.3,0.2,0.6,1.2,5.8
Larry Nance Jr.,PF,28,CLE,19,18,33.4,3.7,7.6,.483,1.3,3.3,.381,2.4,4.3,.561,.566,0.6,1.1,.571,1.4,5.4,6.8,3.2,1.9,0.5,1.5,2.2,9.3
Aaron Nesmith,SF,21,BOS,18,0,15.6,1.4,3.5,.397,0.9,2.7,.354,0.4,0.8,.533,.532,0.4,0.7,.667,0.6,1.9,2.4,0.4,0.2,0.3,0.6,2.1,4.2
Raul Neto,PG,28,WAS,27,6,20.1,3.0,6.6,.447,1.0,2.6,.377,2.0,4.1,.491,.520,0.9,1.1,.833,0.5,1.9,2.4,2.0,1.1,0.1,0.6,1.3,7.8
Georges Niang,PF,27,UTA,34,0,13.4,2.0,4.7,.419,1.2,3.3,.375,0.7,1.4,.521,.550,0.1,0.1,1.000,0.4,1.9,2.3,0.7,0.3,0.1,0.6,1.5,5.3
Zeke Nnaji,PF,20,DEN,20,1,10.1,1.3,2.6,.500,0.7,1.6,.438,0.6,1.0,.600,.635,0.3,0.4,.714,0.4,1.0,1.4,0.1,0.1,0.1,0.2,0.7,3.6
Nerlens Noel,C,26,NYK,30,8,21.0,2.0,3.4,.598,0.0,0.1,.000,2.0,3.3,.610,.598,0.7,1.0,.645,1.8,3.9,5.7,0.5,0.9,2.0,1.0,2.5,4.7
Jaylen Nowell,SG,21,MIN,21,0,16.4,3.3,7.7,.429,1.1,3.2,.358,2.1,4.5,.479,.503,1.4,1.7,.829,0.5,1.5,2.0,1.0,0.5,0.2,0.5,1.8,9.1
Frank Ntilikina,PG,22,NYK,7,0,12.7,1.4,3.7,.385,1.0,2.1,.467,0.4,1.6,.273,.519,0.4,0.7,.600,0.1,0.6,0.7,1.0,1.1,0.0,0.6,1.9,4.3
Kendrick Nunn,PG,25,MIA,26,14,29.9,5.6,11.7,.475,2.2,5.7,.385,3.4,6.0,.561,.569,1.2,1.3,.914,0.5,2.9,3.4,2.8,1.1,0.3,1.8,2.0,14.6
Jusuf Nurkić,C,26,POR,12,12,23.3,4.2,8.6,.485,0.3,1.0,.250,3.9,7.6,.516,.500,1.3,2.3,.556,1.9,5.8,7.7,2.8,0.9,0.9,1.9,2.8,9.8
David Nwaba,SF,28,HOU,28,9,22.9,3.6,7.4,.481,0.6,2.3,.270,3.0,5.2,.572,.522,1.6,2.4,.697,1.3,2.4,3.7,1.0,1.1,0.7,0.6,2.1,9.4
Jordan Nwora,SF,22,MIL,10,0,8.2,1.7,3.7,.459,0.8,1.6,.500,0.9,2.1,.429,.568,0.9,1.0,.900,0.1,1.4,1.5,0.0,0.4,0.2,1.0,0.9,5.1
Royce O'Neale,SF,27,UTA,34,34,32.5,2.6,5.8,.449,1.7,4.1,.414,0.9,1.7,.534,.596,0.6,0.8,.846,1.2,5.6,6.8,2.6,0.7,0.6,1.1,2.9,7.6
Semi Ojeleye,PF,26,BOS,32,6,19.1,1.9,4.5,.421,1.2,3.2,.379,0.7,1.3,.524,.555,0.6,0.9,.714,0.6,2.4,3.0,0.8,0.3,0.0,0.4,1.3,5.7
Jahlil Okafor,C,25,DET,12,0,10.0,2.1,3.5,.595,0.0,0.3,.000,2.1,3.3,.641,.595,0.1,0.2,.500,1.1,1.2,2.3,0.3,0.2,0.2,0.3,0.8,4.3
Chuma Okeke,PF,22,ORL,18,0,21.6,1.7,4.4,.388,0.8,2.2,.385,0.9,2.3,.390,.481,0.2,0.4,.375,1.0,2.4,3.4,2.1,0.9,0.4,0.6,0.9,4.4
Josh Okogie,SG,22,MIN,29,20,19.2,1.6,4.6,.351,0.4,1.9,.218,1.2,2.7,.443,.396,1.1,1.4,.756,0.9,1.6,2.5,1.0,0.8,0.5,0.8,2.0,4.7
Onyeka Okongwu,C,20,ATL,14,1,9.7,1.3,2.3,.563,0.0,0.1,.000,1.3,2.2,.581,.563,0.6,1.1,.600,0.6,1.6,2.3,0.4,0.4,0.5,0.4,1.5,3.2
Isaac Okoro,SG,20,CLE,29,29,33.2,3.0,7.3,.413,0.9,3.0,.310,2.1,4.3,.484,.477,1.2,1.8,.673,1.0,1.7,2.8,1.9,1.2,0.5,1.4,3.0,8.2
KZ Okpala,PF,21,MIA,18,5,10.1,0.7,1.8,.364,0.4,1.1,.350,0.3,0.7,.385,.470,0.1,0.3,.333,0.4,0.9,1.3,0.4,0.2,0.1,0.5,1.2,1.8
Victor Oladipo,SG,28,TOT,22,22,32.2,7.1,17.7,.403,2.4,7.5,.323,4.7,10.3,.460,.471,2.7,3.6,.747,0.3,5.0,5.2,4.6,1.4,0.4,2.0,2.3,19.4
Victor Oladipo,SG,28,IND,9,9,33.3,7.1,16.9,.421,2.8,7.7,.362,4.3,9.2,.470,.503,3.0,4.1,.730,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0
Victor Oladipo,SG,28,HOU,13,13,31.4,7.2,18.3,.391,2.2,7.3,.295,5.0,11.0,.455,.450,2.5,3.2,.762,0.4,4.5,4.9,4.8,1.2,0.5,2.1,2.1,18.9
Kelly Olynyk,C,29,MIA,33,28,26.3,3.7,8.6,.428,1.9,5.8,.321,1.8,2.8,.652,.537,0.6,0.8,.750,0.9,4.8,5.7,2.0,0.7,0.6,1.3,2.7,9.9
Miye Oni,SG,23,UTA,26,0,7.9,0.5,1.5,.368,0.5,1.3,.394,0.0,0.2,.200,.539,0.2,0.2,.833,0.5,1.2,1.8,0.2,0.1,0.2,0.3,1.1,1.8
Cedi Osman,SF,25,CLE,33,15,26.3,4.0,10.6,.377,2.0,6.1,.332,2.0,4.5,.439,.473,1.1,1.4,.787,0.7,2.9,3.6,2.7,0.9,0.1,1.1,2.1,11.2
Daniel Oturu,C,21,LAC,10,0,4.2,0.9,1.5,.600,0.0,0.1,.000,0.9,1.4,.643,.600,0.2,0.2,1.000,0.5,0.9,1.4,0.4,0.0,0.3,0.2,0.6,2.0
Kelly Oubre Jr.,SF,25,GSW,35,35,30.3,5.8,13.2,.436,1.7,5.3,.321,4.1,7.9,.514,.501,2.2,3.0,.740,1.5,4.5,5.9,1.4,1.1,0.8,1.3,2.2,15.5
Jabari Parker,PF,25,SAC,2,0,12.5,2.0,3.5,.571,0.0,0.5,.000,2.0,3.0,.667,.571,0.0,0.0,0,0.5,2.5,3.0,0.5,0.0,0.5,1.5,2.0,4.0
Eric Paschall,PF,24,GSW,32,2,17.9,4.0,7.8,.514,0.4,1.3,.325,3.6,6.5,.550,.540,1.8,2.5,.734,0.8,2.5,3.3,1.3,0.3,0.1,1.0,1.8,10.2
Anžejs Pasečņiks,C,25,WAS,1,0,6.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0
Patrick Patterson,PF,31,LAC,10,1,13.0,1.6,3.8,.421,1.0,2.8,.357,0.6,1.0,.600,.553,0.3,0.4,.750,0.4,1.6,2.0,0.5,0.3,0.1,0.7,1.3,4.5
Justin Patton,C,23,HOU,4,1,17.5,2.5,4.3,.588,0.8,2.0,.375,1.8,2.3,.778,.676,0.5,0.5,1.000,0.5,2.5,3.0,0.0,0.0,1.8,0.5,3.5,6.3
Chris Paul,PG,35,PHO,32,32,32.0,6.3,12.8,.488,1.5,4.0,.386,4.7,8.8,.534,.548,2.4,2.5,.962,0.5,4.2,4.7,9.0,1.3,0.3,2.4,2.6,16.4
Cameron Payne,PG,26,PHO,22,0,16.2,2.5,5.2,.474,1.0,2.5,.407,1.5,2.7,.533,.570,0.5,0.6,.923,0.1,1.6,1.7,3.4,0.5,0.2,1.0,1.7,6.5
Elfrid Payton,PG,26,NYK,32,32,28.0,5.2,11.8,.441,0.4,1.8,.241,4.8,10.0,.477,.459,1.6,2.1,.735,1.3,2.4,3.7,3.7,0.6,0.2,1.8,2.0,12.4
Norvel Pelle,C,27,TOT,4,0,8.0,0.8,2.0,.375,0.0,0.0,0,0.8,2.0,.375,.375,0.8,1.0,.750,1.0,1.0,2.0,0.3,0.0,0.8,0.8,2.5,2.3
Norvel Pelle,C,27,BRK,3,0,9.3,1.0,2.3,.429,0.0,0.0,0,1.0,2.3,.429,.429,0.0,0.0,0,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0,2.0
Norvel Pelle,C,27,SAC,1,0,4.0,0.0,1.0,.000,0.0,0.0,0,0.0,1.0,.000,.000,3.0,4.0,.750,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
Reggie Perry,PF,20,BRK,14,0,10.5,1.5,3.6,.412,0.1,0.9,.167,1.4,2.8,.487,.431,0.4,0.6,.667,1.2,2.4,3.6,0.9,0.1,0.4,0.8,1.9,3.6
Theo Pinson,SG,25,NYK,10,0,2.3,0.1,0.7,.143,0.0,0.6,.000,0.1,0.1,1.000,.143,0.0,0.0,0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.2
Mason Plumlee,C,30,DET,32,32,28.0,4.2,6.9,.614,0.0,0.2,.000,4.2,6.7,.631,.614,1.8,2.6,.690,2.8,6.2,9.0,3.6,0.8,0.8,2.1,3.5,10.3
Jakob Poeltl,C,25,SAS,29,11,22.8,3.0,4.9,.601,0.0,0.0,0,3.0,4.9,.601,.601,0.4,1.4,.317,3.0,4.2,7.2,1.8,0.6,1.6,1.1,2.1,6.4
Vincent Poirier,C,27,PHI,5,0,4.0,0.2,0.6,.333,0.0,0.0,0,0.2,0.6,.333,.333,0.4,0.8,.500,0.4,0.4,0.8,0.2,0.0,0.4,0.4,0.4,0.8
Aleksej Pokusevski,PF,19,OKC,17,0,17.4,1.4,5.5,.247,0.6,3.3,.179,0.8,2.2,.351,.301,0.0,0.0,0,0.3,3.2,3.5,1.2,0.5,1.1,1.3,0.9,3.3
Jordan Poole,SG,21,GSW,15,0,9.5,1.7,4.1,.426,0.9,2.6,.333,0.9,1.5,.591,.533,1.2,1.3,.947,0.1,1.1,1.2,0.9,0.2,0.1,0.5,0.9,5.5
Michael Porter Jr.,SF,22,DEN,23,16,28.1,5.3,10.9,.488,2.3,5.7,.400,3.0,5.2,.583,.592,1.4,1.8,.762,1.2,5.3,6.5,1.0,0.8,1.1,1.1,2.3,14.3
Otto Porter,SF,27,CHI,16,6,23.3,4.0,9.0,.444,1.8,4.4,.400,2.3,4.6,.486,.542,1.9,2.3,.833,1.3,5.0,6.3,2.0,0.6,0.2,0.9,1.6,11.6
Bobby Portis,C,25,MIL,34,2,21.9,4.7,8.7,.546,1.1,2.2,.507,3.6,6.5,.559,.610,0.6,0.9,.677,1.9,5.4,7.3,1.1,0.9,0.4,0.7,1.9,11.2
Kristaps Porziņģis,C,25,DAL,18,18,29.7,7.7,16.2,.476,2.1,6.1,.345,5.6,10.1,.555,.541,2.8,3.3,.850,1.9,6.1,8.0,1.3,0.4,1.7,1.3,3.2,20.4
Dwight Powell,C,29,DAL,21,8,15.7,1.3,3.0,.444,0.0,0.4,.125,1.3,2.6,.491,.452,2.0,2.6,.745,1.0,2.2,3.2,1.0,0.6,0.3,0.7,2.3,4.7
Norman Powell,SG,27,TOR,32,21,29.1,5.9,12.3,.481,2.5,5.7,.432,3.5,6.6,.524,.581,3.3,3.7,.898,0.5,2.5,3.0,1.7,1.2,0.2,1.7,2.0,17.7
Taurean Prince,PF,26,TOT,28,10,21.4,2.8,7.2,.381,1.4,3.5,.388,1.4,3.7,.375,.475,1.6,1.9,.849,0.5,3.1,3.6,1.6,0.7,0.7,1.1,1.8,8.5
Taurean Prince,PF,26,BRK,12,4,18.2,2.5,6.2,.405,1.1,3.1,.351,1.4,3.1,.459,.493,2.0,2.3,.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1
Taurean Prince,PF,26,CLE,16,6,23.9,2.9,8.0,.367,1.6,3.8,.410,1.4,4.2,.328,.465,1.3,1.6,.808,0.8,3.4,4.2,2.4,0.7,0.7,1.3,1.9,8.8
Payton Pritchard,SG,23,BOS,28,1,21.2,2.8,6.3,.443,1.3,3.3,.380,1.5,3.0,.512,.543,0.5,0.6,.938,0.5,1.8,2.4,2.2,0.5,0.2,1.1,1.9,7.4
Immanuel Quickley,PG,21,NYK,31,0,18.6,3.7,9.4,.395,1.7,4.5,.384,2.0,4.9,.405,.486,3.0,3.2,.940,0.4,1.9,2.3,2.4,0.5,0.3,1.0,2.1,12.2
Jahmi'us Ramsey,SG,19,SAC,4,0,4.0,0.5,1.0,.500,0.3,0.8,.333,0.3,0.3,1.000,.625,0.0,0.0,0,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.0,1.3
Chasson Randle,PG,27,ORL,6,0,19.8,1.8,4.2,.440,0.8,2.7,.313,1.0,1.5,.667,.540,0.8,1.2,.714,0.2,2.0,2.2,2.7,0.2,0.2,1.0,2.8,5.3
Julius Randle,PF,26,NYK,35,35,36.7,8.3,17.2,.483,1.9,4.6,.419,6.4,12.6,.506,.538,4.9,6.1,.808,1.5,9.5,10.9,5.5,0.8,0.2,3.3,3.2,23.4
Cam Reddish,SF,21,ATL,26,21,28.8,3.7,10.1,.365,1.3,4.8,.262,2.4,5.3,.460,.428,2.6,3.2,.817,0.8,3.2,4.0,1.3,1.3,0.3,1.3,2.6,11.2
J.J. Redick,SG,36,NOP,29,0,18.2,2.5,6.6,.382,1.6,4.5,.359,0.9,2.1,.433,.505,1.3,1.4,.950,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.0
Paul Reed,PF,21,PHI,5,0,11.0,1.8,4.4,.409,0.0,0.6,.000,1.8,3.8,.474,.409,0.0,0.0,0,1.4,0.6,2.0,0.6,0.2,0.8,1.0,0.8,3.6
Naz Reid,C,21,MIN,33,13,20.7,4.7,9.1,.518,0.9,2.8,.341,3.8,6.4,.595,.570,1.6,2.2,.726,1.2,3.6,4.8,1.3,0.6,1.2,1.1,3.1,12.0
Nick Richards,PF,23,CHO,8,0,2.9,0.4,0.8,.500,0.0,0.0,0,0.4,0.8,.500,.500,0.6,0.8,.833,0.3,0.5,0.8,0.0,0.0,0.0,0.1,0.5,1.4
Josh Richardson,SG,27,DAL,23,23,31.5,4.6,10.5,.434,1.6,5.1,.305,3.0,5.4,.556,.508,2.1,2.2,.941,0.9,2.3,3.2,2.5,0.8,0.2,1.5,2.9,12.8
Austin Rivers,SG,28,NYK,21,2,21.0,2.8,6.4,.430,1.3,3.7,.364,1.4,2.8,.517,.533,0.5,0.7,.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3
Andre Roberson,SG,29,BRK,3,0,14.0,0.7,3.7,.182,0.3,1.7,.200,0.3,2.0,.167,.227,0.3,0.7,.500,2.0,2.3,4.3,1.0,1.0,0.3,0.3,0.3,2.0
Duncan Robinson,SF,26,MIA,34,34,33.6,4.2,9.9,.427,3.3,8.4,.390,0.9,1.5,.640,.593,1.2,1.5,.840,0.1,3.9,4.0,1.6,0.5,0.2,1.4,2.5,13.0
Glenn Robinson III,SF,27,SAC,23,2,16.0,1.8,4.3,.424,0.7,1.9,.364,1.1,2.4,.473,.505,0.9,1.0,.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3
Jerome Robinson,SG,23,WAS,13,3,17.0,1.7,5.2,.328,0.7,2.4,.290,1.0,2.8,.361,.396,1.2,1.3,.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2
Mitchell Robinson,C,22,NYK,27,27,28.8,3.8,5.8,.660,0.0,0.0,0,3.8,5.8,.660,.660,0.8,1.7,.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4
Isaiah Roby,PF,22,OKC,28,11,21.1,3.3,6.2,.534,0.6,1.7,.375,2.7,4.5,.595,.586,1.3,1.9,.712,1.5,3.9,5.3,1.8,0.7,0.6,1.3,2.8,8.6
Rajon Rondo,PG,34,ATL,18,2,15.1,1.5,3.9,.380,0.7,1.8,.375,0.8,2.2,.385,.465,0.1,0.1,.500,0.2,2.0,2.2,3.5,0.6,0.1,1.4,1.0,3.7
Derrick Rose,PG,32,TOT,25,3,23.5,5.0,11.7,.430,0.9,2.4,.377,4.1,9.3,.444,.469,2.5,3.0,.851,0.3,1.9,2.2,4.5,1.2,0.4,1.9,1.2,13.5
Derrick Rose,PG,32,DET,15,0,22.8,5.3,12.3,.429,0.9,2.6,.333,4.4,9.7,.455,.465,2.8,3.3,.840,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2
Derrick Rose,PG,32,NYK,10,3,24.6,4.7,10.9,.431,1.0,2.2,.455,3.7,8.7,.425,.477,2.1,2.4,.875,0.1,2.5,2.6,4.9,1.1,0.6,1.9,1.2,12.5
Terrence Ross,SG,29,ORL,33,1,28.9,5.4,13.4,.405,2.0,5.8,.342,3.4,7.5,.454,.480,2.2,2.5,.892,0.3,3.1,3.4,2.2,1.1,0.5,1.7,1.9,15.1
Terry Rozier,SG,26,CHO,31,31,33.6,7.3,14.9,.487,3.3,7.5,.440,4.0,7.4,.535,.597,2.4,2.9,.820,0.5,3.4,3.9,3.1,1.3,0.4,2.0,1.9,20.2
Ricky Rubio,PG,30,MIN,33,18,25.4,2.6,6.8,.378,0.7,2.3,.303,1.9,4.5,.416,.429,1.8,2.2,.819,0.4,2.7,3.1,6.3,1.2,0.0,2.0,2.3,7.6
D'Angelo Russell,PG,24,MIN,20,19,29.2,7.0,16.3,.426,3.0,7.4,.399,4.0,8.9,.449,.517,2.4,3.2,.750,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3
